name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Karachi,Pakistan",2023-07-09,36,28,31.7,45,33.4,39.6,25.8,71.9,0,0,0,,0,0,42.8,31.7,253.6,1001.3,72.3,5.2,269.5,23.3,9,30,2023-07-09T05:49:03,2023-07-09T19:25:16,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-07-10,35,29,31.7,42.2,33.5,37.3,24,64.4,0,0,0,,0,0,42.1,29.5,248.6,1002.2,53.4,4.9,280.3,24.2,9,5,2023-07-10T05:49:28,2023-07-10T19:25:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-11,35.2,30,31.8,41.9,35,36.9,23.5,62.5,0,0,0,rain,0,0,45.4,33.5,255.6,1003.1,47.1,4.9,284.6,24.6,9,5,2023-07-11T05:49:54,2023-07-11T19:24:59,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-12,34.8,30,31.4,41.2,34,36.1,23.2,62.1,0,0,0,,0,0,47.9,33.5,252.5,1001.7,63.1,5.3,277.9,24.1,9,5,2023-07-12T05:50:20,2023-07-12T19:24:49,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-13,34,29,30.9,40.6,33.5,36,23.8,66.3,0,0,0,,0,0,47.9,37.1,247.2,1001.1,78.3,5.1,270.2,23.3,8,5,2023-07-13T05:50:46,2023-07-13T19:24:37,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-14,33,29,30.6,40.3,32.6,36,24.2,68.9,0.3,100,12.5,rain,0,0,47.5,33.5,244.8,1002.6,69.9,5.9,255.6,22,9,5,2023-07-14T05:51:12,2023-07-14T19:24:24,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-15,32.2,29,30.8,38.8,33.5,36,23.9,66.9,0.4,100,16.67,rain,0,0,53.6,37.1,246.8,1002.3,86.1,5.3,221,19.1,8,5,2023-07-15T05:51:39,2023-07-15T19:24:10,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-16,31,28,29.8,38.1,33.4,35.6,24.9,75.1,0.4,100,16.67,rain,0,0,49.3,33.5,251.6,1001.5,81.7,5,224.6,19.4,7,5,2023-07-16T05:52:06,2023-07-16T19:23:55,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-17,34,28,30.9,42.8,32.6,37.6,25.2,72.5,0,0,0,rain,0,0,41.4,31.7,243.2,1000.8,78.4,5,229.3,19.9,7,15,2023-07-17T05:52:33,2023-07-17T19:23:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-18,34,28.6,31.1,40.9,35,37.7,25.1,71.2,0,0,0,,0,0,45.7,35.3,250.1,999.8,86.8,5.5,238.3,20.5,8,5,2023-07-18T05:53:01,2023-07-18T19:23:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-19,34,29,30.9,41.8,34.4,37.4,25,71.2,0,0,0,rain,0,0,42.5,35.3,245.1,998.2,87.6,5.2,212.4,18.3,7,5,2023-07-19T05:53:28,2023-07-19T19:23:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-20,35.2,29,31.4,43.6,34.4,38.3,25.1,70.1,0.2,100,8.33,rain,0,0,30.2,18.4,252.3,999.5,82,4.6,201.5,17.4,7,30,2023-07-20T05:53:56,2023-07-20T19:22:40,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-21,36.2,28,31.4,46.2,32.6,39,25.7,72.9,2.1,100,29.17,rain,0,0,35.3,25.9,264.9,1000.8,69,4.8,201.7,17.6,8,60,2023-07-21T05:54:24,2023-07-21T19:22:18,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-22,34.2,29,31.4,43,34,38.8,25.5,71.7,0.5,100,12.5,rain,0,0,30.2,18.4,264.8,1001.7,78.5,5.1,166.7,14.2,6,30,2023-07-22T05:54:52,2023-07-22T19:21:55,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-23,35,28,30.9,41.8,32.6,37.1,24.9,71.9,25.9,100,75,rain,0,0,45.7,50,30.6,1000.5,85.6,5.3,107.6,9.3,5,10,2023-07-23T05:55:20,2023-07-23T19:21:31,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-24,33.4,28,29.4,42,31.8,35.8,25.6,80.3,53.6,100,100,rain,0,0,51.5,27.7,64.5,998.8,92.5,4.7,114.9,9.9,6,30,2023-07-24T05:55:48,2023-07-24T19:21:06,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-25,31,27,28.8,39.1,30.5,34.9,25.9,84.5,2.3,100,54.17,rain,0,0,29.2,14.8,284.2,1001,82.6,5.4,188.8,16.1,6,10,2023-07-25T05:56:17,2023-07-25T19:20:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-07-26,34,28,30.4,40.6,32.6,36.3,24.9,73.4,0.6,100,20.83,rain,0,0,28.1,25.9,231.6,1003,76.1,5.4,230.8,19.9,8,30,2023-07-26T05:56:45,2023-07-26T19:20:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-27,33,28,30.1,40.5,33.4,36.1,25.1,75.1,1.6,100,54.17,rain,0,0,41.8,33.5,245.3,1003.3,70.7,5.6,229.6,19.7,7,30,2023-07-27T05:57:13,2023-07-27T19:19:42,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-28,32,28,29.5,37.8,31.8,34.6,24.5,75.2,1,100,41.67,rain,0,0,46.4,33.5,248.2,1002.2,87.7,5.4,187.4,16.1,7,10,2023-07-28T05:57:41,2023-07-28T19:19:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-29,32.4,28.4,29.9,38,33.5,35.1,24.2,72,1.2,100,45.83,rain,0,0,50.8,42.5,245.3,1001,71.6,5.5,215.1,18.6,7,10,2023-07-29T05:58:10,2023-07-29T19:18:41,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-30,32.2,28,30,38.7,31.8,35.6,24.7,74,1.7,100,54.17,rain,0,0,42.8,33.5,246.4,1000.9,85.2,5.6,182.8,15.9,6,5,2023-07-30T05:58:38,2023-07-30T19:18:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-07-31,32,28,29.8,37.8,32.6,35.5,24.9,75.4,1.3,100,45.83,rain,0,0,43.6,29.5,245,1000.5,88.1,4.6,204.6,17.8,6,8,2023-07-31T05:59:06,2023-07-31T19:17:35,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-01,31,28,29.4,38.7,32.6,35.3,25.2,78.5,1.2,100,37.5,rain,0,0,45,31.7,247,1000.3,88.1,4.8,192.1,16.7,6,8,2023-08-01T05:59:34,2023-08-01T19:17:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-02,32,28,29.5,37.8,31.8,34.5,24.3,74.1,1.2,100,50,rain,0,0,49.3,35.3,243.7,1000.1,88.8,5.3,199.8,17.2,6,5,2023-08-02T06:00:02,2023-08-02T19:16:24,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-03,31,29,29.6,36.6,33.5,34.5,24.1,72.3,0.7,100,29.17,rain,0,0,42.5,29.5,245.8,999.7,88.1,5.2,217.6,18.8,7,5,2023-08-03T06:00:30,2023-08-03T19:15:47,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-04,31,29,29.6,36.2,32.6,34.2,23.9,71.9,0.4,100,16.67,rain,0,0,40.3,25.9,245,1001.3,88.3,5,222.8,19.4,7,5,2023-08-04T06:00:58,2023-08-04T19:15:09,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-05,32.4,28,29.8,37.3,31.1,33.7,22.9,67.1,0.4,100,16.67,rain,0,0,42.8,35.3,245.2,1003.7,87.4,5.5,215.1,18.6,7,5,2023-08-05T06:01:25,2023-08-05T19:14:29,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-06,30,27,28.8,35.5,30.5,33.2,24.1,76,0.6,100,25,rain,0,0,56.9,37.1,245.3,1002.5,88.3,5.2,194,16.7,6,5,2023-08-06T06:01:53,2023-08-06T19:13:49,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-07,29.1,28,28.3,34.5,31.1,32.4,24.1,77.9,0.8,100,33.33,rain,0,0,62.3,37.1,250.5,1000,89.3,4.8,195,16.7,6,10,2023-08-07T06:02:20,2023-08-07T19:13:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-08,30.2,27,28.5,35,30,32.3,23.7,75.7,0.7,100,29.17,rain,0,0,54,33.5,248,1000.5,87.8,4.6,203.9,17.6,7,5,2023-08-08T06:02:47,2023-08-08T19:12:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-09,31,27,28.5,35.2,29.5,32.2,23.5,74.8,0,0,0,rain,0,0,51.5,31.7,247.8,1003.8,89.1,5.3,211.6,18.1,7,5,2023-08-09T06:03:14,2023-08-09T19:11:42,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-10,29.2,28,28.4,33.3,30,31.9,23.2,73.5,0.8,100,33.33,rain,0,0,52.9,33.5,247,1004.7,88.2,4.9,194.4,16.9,6,5,2023-08-10T06:03:41,2023-08-10T19:10:58,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-11,30,27,28,33.5,29.5,31.3,23.3,76.2,0.9,100,33.33,rain,0,0,47.9,38.9,246.7,1005.1,86.6,4.7,188.4,16.2,6,5,2023-08-11T06:04:08,2023-08-11T19:10:13,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-12,29.2,26,27.9,33.3,26,31.1,23.4,76.5,0.6,100,25,rain,0,0,56.9,46.4,253.6,1004.3,86.7,5.1,196.2,17,6,5,2023-08-12T06:04:34,2023-08-12T19:09:27,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-13,29.2,27,27.9,33.8,29.5,31.5,23.7,78.2,0.1,100,4.17,rain,0,0,57.2,35.3,251.8,1001.1,88.3,5.1,217.6,18.9,7,5,2023-08-13T06:05:00,2023-08-13T19:08:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-14,30.2,26,27.7,35.7,26,31.1,24.3,82,0,0,0,,0,0,47.2,25.9,247.7,1001.4,87.8,5.4,228.4,19.6,7,5,2023-08-14T06:05:27,2023-08-14T19:07:52,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-08-15,31.2,27,28.6,35.4,30,32.3,23.5,74.2,0,0,0,,0,0,33.5,22.3,243.8,1003.9,85.6,4.9,185.5,15.9,6,5,2023-08-15T06:05:52,2023-08-15T19:07:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-16,30.4,26,28,34.1,26,30.8,23.4,77.1,0,0,0,,0,0,41.8,29.5,246.2,1005.9,92,4.2,220.6,19.2,7,5,2023-08-16T06:06:18,2023-08-16T19:06:13,0,Overcast,Cloudy skies throughout the day.,cloudy,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-17,31,27,28.2,34.6,28.7,31,22.3,70.5,0,0,0,,0,0,58.7,37.1,256.9,1006,88.2,4.9,238.3,20.6,8,10,2023-08-17T06:06:44,2023-08-17T19:05:23,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-18,32,26,28.2,34.8,26,30.5,22,69.8,0,0,0,,0,0,56.9,44.6,259.4,1005.1,86.4,5.4,255.7,22.2,9,10,2023-08-18T06:07:09,2023-08-18T19:04:31,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-19,31,26,28.4,35.2,26,31,22,68.7,0.1,100,4.17,rain,0,0,46.4,35.3,260.5,1004.7,74.8,5.7,248.4,21.5,8,10,2023-08-19T06:07:34,2023-08-19T19:03:39,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-20,32.2,26,28.4,36.4,26,30.7,22.2,69.7,0.6,100,12.5,rain,0,0,41.8,29.5,266.1,1004.9,67.4,5.6,224.4,19.3,8,10,2023-08-20T06:07:59,2023-08-20T19:02:46,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-21,34,27,28.8,37.2,29.5,31.9,22.7,70.5,0.2,100,8.33,rain,0,0,47.9,35.3,258.3,1004.4,58.4,5,231.1,19.9,8,5,2023-08-21T06:08:23,2023-08-21T19:01:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-22,30,27,28,33.3,29.1,30.7,22.5,72.5,0.1,100,4.17,rain,0,0,52.6,38.9,254.6,1003.8,73.5,5.3,218,18.8,8,10,2023-08-22T06:08:48,2023-08-22T19:00:58,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-23,30,26,27.4,33.2,26,29.7,22.8,76.3,1,100,37.5,rain,0,0,56.2,44.6,250.7,1001.8,87.9,5.3,184.5,16,6,10,2023-08-23T06:09:12,2023-08-23T19:00:03,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-24,30,26.1,27.9,34.3,26.1,31.1,23.3,76.4,1.3,100,54.17,rain,0,0,52.2,40.7,246.6,1000,88.6,6.1,180,15.5,6,10,2023-08-24T06:09:36,2023-08-24T18:59:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-08-25,30.6,27,28.1,34.8,29.5,31.1,22.9,73.8,0.9,100,37.5,rain,0,0,47.2,33.5,241.2,1000.6,86.7,5.4,199.2,17.3,7,10,2023-08-25T06:10:00,2023-08-25T18:58:11,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-26,31,27,28.4,33.8,29.1,31.2,22.4,70.7,1,100,41.67,rain,0,0,44.3,33.5,242.1,1002.6,80.6,5.2,208.3,18.1,8,5,2023-08-26T06:10:24,2023-08-26T18:57:14,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-27,32,27,28.6,34.2,29.1,30.9,21.7,67.4,1,100,41.67,rain,0,0,46.8,37.1,251.3,1004.4,72.3,5.2,227.8,19.7,8,5,2023-08-27T06:10:47,2023-08-27T18:56:17,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-28,31,26.6,28.4,34.7,26.6,31,22,68.7,0.2,100,8.33,rain,0,0,54.7,44.6,249.9,1003.4,78.1,5.3,229.2,19.9,8,5,2023-08-28T06:11:11,2023-08-28T18:55:19,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-29,30.2,27,28.2,34,29.1,30.9,22.2,70,0.4,100,16.67,rain,0,0,43.6,27.7,242.8,1004.4,80.4,5.6,202.2,17.5,7,5,2023-08-29T06:11:34,2023-08-29T18:54:20,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-30,33,26.4,28.7,36.8,26.4,31.2,22.2,69.1,0.2,100,8.33,rain,0,0,39.2,29.5,252.7,1006.9,62.3,5.5,252,21.8,9,5,2023-08-30T06:11:57,2023-08-30T18:53:21,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-08-31,31.2,26,28.4,35.4,26,31.1,22.5,70.9,0,0,0,rain,0,0,38.2,24.1,242.1,1007.4,78.5,5.2,239.4,20.6,8,10,2023-08-31T06:12:20,2023-08-31T18:52:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-01,32,26,28.5,34.1,26,30.5,21.9,68.9,0,0,0,,0,0,34.2,29.5,240.8,1007.7,73.2,5.3,254.9,22,9,10,2023-09-01T06:12:42,2023-09-01T18:51:21,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-02,33,26,29,35.2,26,30.9,21.3,64.7,0.1,100,4.17,rain,0,0,39.6,29.5,240.2,1007.5,47.4,5.7,261.6,22.5,9,10,2023-09-02T06:13:05,2023-09-02T18:50:20,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-03,31,27,28.4,33.5,29.1,30.8,21.6,67.4,0.7,100,25,rain,0,0,43.6,29.5,247.8,1005.8,54.5,6.5,226.6,19.5,7,10,2023-09-03T06:13:27,2023-09-03T18:49:19,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-09-04,30,27,28.1,33.2,29.5,31.2,22.9,73.6,0,0,0,rain,0,0,49,27.7,251.3,1004.6,74.5,5.5,191,16.5,6,5,2023-09-04T06:13:50,2023-09-04T18:48:17,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-05,31,27,28.3,35,29.1,31.3,22.8,72.5,0.4,100,16.67,rain,0,0,41.4,29.5,251.8,1004.7,76.2,5.4,203.9,17.7,7,5,2023-09-05T06:14:12,2023-09-05T18:47:15,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-06,34,26,29.1,38.7,26,32.3,23.2,71.5,0,0,0,,0,0,31.3,18.4,253.1,1005.7,60.4,5.3,251.1,21.8,8,5,2023-09-06T06:14:34,2023-09-06T18:46:13,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-07,34,27,29.9,38.2,30,33.6,23.1,68.3,0,0,0,,0,0,42.1,29.5,269.6,1005.5,35.6,5.6,264.1,22.9,9,5,2023-09-07T06:14:56,2023-09-07T18:45:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-08,34.4,27,29.9,39.8,30,33.9,23.4,69.3,0,0,0,,0,0,47.5,25.9,266.1,1004.8,41.2,5.5,262.4,22.8,9,5,2023-09-08T06:15:18,2023-09-08T18:44:08,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-09,34,28,29.8,38.4,31.1,33.4,22.7,66.9,0,0,0,,0,0,50.4,25.9,267,1003.9,42.1,5.8,261.8,22.7,9,5,2023-09-09T06:15:40,2023-09-09T18:43:04,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-10,33.2,27,29.3,37.6,29.5,32.6,22.6,68.1,0,0,0,,0,0,52.6,31.7,263,1002.9,65.5,5.8,255.4,22.3,9,5,2023-09-10T06:16:01,2023-09-10T18:42:01,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-11,33,27,29.1,36,29.5,32,22.2,67,0,0,0,,0,0,54.7,38.9,263.7,1003.4,55.5,5.7,244.9,21.2,8,5,2023-09-11T06:16:23,2023-09-11T18:40:57,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-12,32,27,28.5,35.2,29.1,31.5,22.5,70.3,0,0,0,,0,0,51.1,35.3,255.4,1003.9,70.1,5.5,244.8,21.3,9,5,2023-09-12T06:16:45,2023-09-12T18:39:53,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-13,31,27,28.8,35.4,29.5,32.1,22.9,71,0,0,0,,0,0,48.6,29.5,248.8,1003.5,71,5.6,198.2,17.1,7,10,2023-09-13T06:17:07,2023-09-13T18:38:49,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-14,32,27,29,40.5,29.5,32.9,23.5,72.7,0.6,100,25,rain,0,0,41,24.1,246.3,1004.3,77.5,5.8,190.4,16.3,7,5,2023-09-14T06:17:28,2023-09-14T18:37:45,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-15,33.6,26,29.2,37.9,26,32.7,23.1,70.7,0,0,0,rain,0,0,37.1,25.9,239.2,1005.1,47.1,5.4,236.8,20.5,8,10,2023-09-15T06:17:50,2023-09-15T18:36:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-16,35,28,30.1,38.4,31.1,34.1,23.2,67.8,0,0,0,,0,0,42.1,28,259.8,1004.2,48.7,5.4,239,20.7,8,5,2023-09-16T06:18:12,2023-09-16T18:35:36,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-17,35,28,30.6,41,31.1,35.4,23.7,67.9,0,0,0,,0,0,41.4,25.9,264.8,1002,62,5.3,216.8,18.9,7,30,2023-09-17T06:18:33,2023-09-17T18:34:32,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-18,35,28,30.7,41.7,31.8,36.2,24.3,69.2,0.2,100,8.33,rain,0,0,43.9,25.9,265.4,1001.2,67,5.3,227.9,19.9,8,8,2023-09-18T06:18:55,2023-09-18T18:33:27,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-19,36,27.9,31.5,42.3,32.5,36.8,24,66.3,0,0,0,,0,0,37.8,18.4,276,1003.4,59,5.9,188.2,16.2,8,30,2023-09-19T06:19:17,2023-09-19T18:32:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC,remote"
"Karachi,Pakistan",2023-09-20,35,28,30.9,40.6,32.6,35.2,23.1,64.4,11.8,100,41.67,rain,0,0,39.2,46.4,1.6,1003.6,89.2,4.6,118.5,10.1,4,10,2023-09-20T06:19:39,2023-09-20T18:31:18,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-21,35,28,31.1,39.6,32.6,35.9,23.7,67,0.2,100,8.33,rain,0,0,39.2,40.7,72.5,1004.1,79.7,5.6,218.8,18.9,7,30,2023-09-21T06:20:01,2023-09-21T18:30:13,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-22,35,27,30.9,40.8,30,36,23.9,67.6,1.2,100,33.33,rain,0,0,31.7,18.4,173.7,1004.7,72.3,5.6,212.3,18.3,7,30,2023-09-22T06:20:23,2023-09-22T18:29:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-23,35,28,31,41,30.6,35.9,23.7,66,0.1,100,4.17,rain,0,0,38.2,27.7,250.6,1005.6,41.2,4.5,240.3,20.7,8,10,2023-09-23T06:20:45,2023-09-23T18:28:04,0.25,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-24,33,28,29.8,36.8,31.1,33.6,22.9,67.2,0,0,0,,0,0,36.4,24.1,244.1,1006.1,33.5,3.9,237,20.6,8,10,2023-09-24T06:21:08,2023-09-24T18:27:00,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41780099999,OPKC"
"Karachi,Pakistan",2023-09-25,33.4,26,29.5,36.8,26,31.4,20.6,60.3,0,0,0,,0,0,31,18.4,222.5,1005.4,14.5,3.4,256.3,22.1,9,10,2023-09-25T06:21:30,2023-09-25T18:25:55,0.36,Clear,Clear conditions throughout the day.,clear-day,"41780099999,OPKC"
