Createdon,punchCloseAt,OutageType,saifi,saidi,consumer_count_fdr,outageSubType,initialoffreason,htclosingreason,fdr_Id,fdr_name,grid_name,Relay,isemergency,israintripping,TAT,duration,dts_Id,consumer_count_fdr.1,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
2023-07-07,2023-07-07 22:00:39,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,2101,USMAN HOSPITAL,AZIZABAD,REI,0.0,YES,109,01:47:39,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 20:54:21,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,2035,HEF SCHOOL,AZIZABAD,REI,0.0,YES,40,00:40:21,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 22:43:01,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,1267,KARIMABAD,AZIZABAD,REI,0.0,YES,148,02:28:01,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 21:24:47,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,560,FATIMA BAROCHA,AZIZABAD,REI,0.0,YES,69,01:09:47,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 21:40:43,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,3905,SALMAN HEIGHT,AZIZABAD,REI,0.0,YES,84,01:24:43,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 22:05:40,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,795,HAMDARD,AZIZABAD,REI,0.0,YES,109,01:48:40,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 21:24:20,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Loop Trip,Job of Operation,HT Jumper,2156,MEMON MASJID,AZIZABAD,REI,0.0,YES,68,01:06:20,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 22:05:35,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,HT Jumper,2113,ALI SQUARE,AZIZABAD,REI,0.0,YES,103,01:45:35,504611,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 21:27:57,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Loop Trip,Shutdown,HT Jumper,1200,TAHIR VILLA,AZIZABAD,REI,0.0,YES,59,01:00:57,8592,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 23:05:16,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,544,PWD PUMPING-2,AZIZABAD,REI,0.0,YES,152,02:30:16,8592,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 23:16:38,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,3341,BAKHSHI SQUARE,AZIZABAD,REI,1.0,NO,10,00:08:59,8939,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 23:27:30,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,PMT Link,3103,SHAREEFABAD (P-4 RMU),AZIZABAD,REI,0.0,NO,13,00:10:35,8939,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-07 23:34:54,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,2018,PEETAL GALI,JAIL,REI,1.0,NO,14,00:14:07,8939,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-07,2023-07-08 00:40:32,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,205,UBL SPORTS,FEDERAL-B,REI,1.0,NO,90,01:20:20,8939,LL,2023-07-07,38.0,30.8,32.8,25.5,66.9,0.0,0,0.0,rain,0,0,37.4,29.5,256.8,999.7,75.2,4.5,272.6,23.6,9,30
2023-07-08,2023-07-08 01:44:55,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Jumper,3905,SALMAN HEIGHT,LIAQUTABAD,REI,0.0,NO,27,00:17:55,10831,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 02:04:00,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Forced Outage,HT Jumper,775,DISTRICT OFFICE(HABIB INDUSTRY),S.I.T.E,REI,0.0,NO,36,00:34:05,10831,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 02:04:39,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Forced Outage,HT Jumper,3596,NAZ ICE,S.I.T.E,REI,0.0,NO,34,00:35:27,10831,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 04:24:08,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Jumper,3582,3H RMU,S.I.T.E,REI,1.0,NO,16,00:15:59,522616,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:28:41,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Jumper,1219,DHORAJEE COLONY (OLD USMAN PLAZA),GULSHAN,REI,1.0,NO,51,00:49:09,1304,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 06:50:03,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,194,AZIZ INDUSTRIES,GULSHAN,REI,0.0,YES,132,02:07:03,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:10:09,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,3604,SHAFIQ-II,GULSHAN,REI,0.0,YES,159,02:23:09,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:29:00,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,221,M. IQBAL,GULSHAN,REI,0.0,YES,162,02:42:00,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:26:59,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,191,PLASTIC CRAFTER(UNIVERSAL TEX.),GULSHAN,REI,0.0,YES,159,02:38:59,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:34:32,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Loop Trip,Shutdown,HT Jumper,216,ANCHOLI SOCIETY,GULSHAN,REI,0.0,YES,45,00:46:32,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:04:10,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,HT Jumper,343,LUCKY CENTER,GULSHAN,REI,0.0,YES,23,00:14:10,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:32:25,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Shutdown,PMT Link,224,NASEERABAD (K.ACADEMY),GULSHAN,REI,0.0,YES,43,00:40:25,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:20:01,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,PMT Link,347,AL-NAJEEB,GULSHAN,REI,0.0,YES,27,00:27:01,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 06:00:02,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Loop Trip,Shutdown,PMT Link,1199,GULBERG,GULSHAN,REI,0.0,YES,70,01:06:02,9697,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 06:38:26,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,PMT Link,3961,400 BED HOSPITAL,GULSHAN,REI,0.0,YES,107,01:42:26,500573,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:40:20,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,PMT Link,1198,U. K. SQUARE,GULSHAN,REI,0.0,YES,30,00:43:20,500573,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 05:48:05,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,PMT Link,192,CHAND MARKET (P-59),GULSHAN,REI,0.0,YES,33,00:56:05,500573,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:00:15,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,HT Jumper,4092,LYRA SHOES,FEDERAL-B,REI,1.0,NO,49,00:37:43,500574,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 09:06:31,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,1267,KARIMABAD,LIAQUTABAD,REI,0.0,NO,142,02:18:04,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:50:09,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,3459,HADI MARKET,LIAQUTABAD,REI,0.0,NO,59,01:01:48,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 07:47:30,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,VIR / Wire / Cloth etc. grounding,3547,REHBAR CLUB,JAIL,REI,0.0,NO,70,00:26:37,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 08:25:57,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,Bird / Animal Electrocuted,2030,BALOUCH HOTEL,JAIL,REI,0.0,NO,68,01:05:41,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 08:25:00,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,Bird / Animal Electrocuted,796,AURANGABAD(OLD FINE TEXTILE),S.I.T.E,EI,0.0,NO,67,01:27:03,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 09:00:14,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,Bird / Animal Electrocuted,559,C-1 AREA,LIAQUTABAD,EI,0.0,NO,151,01:32:50,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 08:55:18,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,Bird / Animal Electrocuted,1269,PAKISTAN COLLEGE (OLD NAZIMABAD-1),LIAQUTABAD,EI,0.0,NO,53,00:47:42,4776,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 09:40:36,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,HT Cable Lead,195,ABBAS SQUARE,FEDERAL-B,EI,0.0,NO,81,01:08:07,522986,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 09:00:56,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Job of Operation,HT Cable Lead,3414,BOSE,NORTH NAZIMABAD,EI,0.0,NO,23,00:23:24,522986,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 10:12:51,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Job of Operation,Bird / Animal Electrocuted,2023,BANA PALACE,AZIZABAD,BYIT,0.0,NO,65,01:02:19,1480,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 12:49:41,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Shutdown,Bird / Animal Electrocuted,344,KOHISTAN BUILDER (GUL-SHAMIM),AZIZABAD,BYIT,0.0,NO,63,00:51:44,500587,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 12:42:14,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Planned Outage,Bird / Animal Electrocuted,340,ALLADIN PARK,GULSHAN,BYIT,0.0,NO,12,00:13:14,511502,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 12:41:07,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Planned Outage,Bird / Animal Electrocuted,3118,MUGHAL-E-AZAM,GULSHAN,BYIT,0.0,NO,12,00:11:55,511502,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 16:55:57,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,791,USMANIA COLONY,S.I.T.E,BYIT,1.0,NO,30,00:28:19,1147,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 17:07:01,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,Consumer Side Fault,339,AL-AZMAT,GULSHAN,BYIT,0.0,NO,48,00:34:03,1147,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 17:27:18,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,3547,REHBAR CLUB,JAIL,BYIT,0.0,NO,22,00:22:04,526906,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 17:27:49,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,2030,BALOUCH HOTEL,JAIL,BYIT,0.0,NO,21,00:22:01,526906,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 17:50:39,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,559,C-1 AREA,LIAQUTABAD,BYIT,0.0,NO,26,00:22:02,526906,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 18:20:03,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,Consumer Side Fault,3016,MASKAN (OLD BHAYANI),GULSHAN,BYIT,0.0,NO,44,00:24:46,8592,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 18:27:56,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,Consumer Side Fault,3539,ALLAH NOOR,KESC HOSPITAL,BYIT,0.0,NO,37,00:25:22,8592,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 18:51:58,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Insulator Damage,2021,HAJI MUREED GOTH,JAIL,BYIT,0.0,NO,56,00:25:44,8592,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 18:51:06,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,195,ABBAS SQUARE,FEDERAL-B,BYIT,1.0,NO,11,00:08:46,500748,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 19:40:29,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Forced Outage,Consumer Side Fault,3439,SADIQ NAGAR,AZIZABAD,BEI,0.0,NO,45,00:39:42,500748,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 20:19:24,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,OTFS,Forced Outage,Consumer Side Fault,2023,BANA PALACE,AZIZABAD,BEI,0.0,NO,9,00:02:40,522895,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 22:55:38,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Forced Outage,Misc.,2023,BANA PALACE,AZIZABAD,BEI,0.0,YES,132,02:12:38,522895,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 22:37:09,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,HT Jumper,1198,U. K. SQUARE,AZIZABAD,BEI,0.0,YES,115,01:54:09,522895,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 21:39:06,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Forced Outage,HT Jumper,224,NASEERABAD (K.ACADEMY),AZIZABAD,BEI,0.0,YES,57,00:56:06,522895,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 23:04:59,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,HT Jumper,1267,KARIMABAD,AZIZABAD,BEI,0.0,YES,153,02:17:59,511621,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 21:30:02,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,HT Jumper,347,AL-NAJEEB,AZIZABAD,BEI,0.0,YES,45,00:41:02,511621,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 22:15:32,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,HT Jumper,2113,ALI SQUARE,AZIZABAD,BEI,0.0,YES,84,01:24:32,511621,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 21:45:38,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Feeder Trip,Lead Burnt Out,HT Jumper,657,PAPOSH NAGAR,AZIZABAD,BEI,0.0,YES,53,00:52:38,511621,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
2023-07-08,2023-07-08 21:34:50,Feeder,AT 10381 - NILLAT SS,Bus Bar Position Insulated= YES ?,LL,Incoming Trip,Lead Burnt Out,HT Jumper,99,BARADARI,AZIZABAD,BEI,0.0,YES,39,00:40:50,511621,LL,2023-07-08,34.0,27.0,31.2,26.3,75.6,0.1,100,4.17,rain,0,0,36.7,25.9,262.6,1000.5,90.6,3.8,248.9,21.7,8,30
